Date,QQQ
2006-09-28,35.10017776489258
2006-09-29,34.94541931152344
2006-10-02,34.507015228271484
2006-10-03,34.65314483642578
2006-10-04,35.504207611083984
2006-10-05,35.67616653442383
2006-10-06,35.59877014160156
2006-10-09,35.71913528442383
2006-10-10,35.77931594848633
2006-10-11,35.710533142089844
2006-10-12,36.27791976928711
2006-10-13,36.47563934326172
2006-10-16,36.51001739501953
2006-10-17,36.10597610473633
2006-10-18,35.93405532836914
2006-10-19,36.02003479003906
2006-10-20,36.10597610473633
2006-10-23,36.47563934326172
2006-10-24,36.22633361816406
2006-10-25,36.47563934326172
2006-10-26,36.81092071533203
2006-10-27,36.28651428222656
2006-10-30,36.51861572265625
2006-10-31,36.604576110839844
2006-11-01,36.10597610473633
2006-11-02,36.140384674072266
2006-11-03,36.04581069946289
2006-11-06,36.57018280029297
2006-11-07,36.81949996948242
2006-11-08,36.99143981933594
2006-11-09,36.81949996948242
2006-11-10,36.99143981933594
2006-11-13,37.36969757080078
2006-11-14,37.76514434814453
2006-11-15,37.91987991333008
2006-11-16,38.08321762084961
2006-11-17,38.08321762084961
2006-11-20,38.160587310791016
2006-11-21,38.2121696472168
2006-11-22,38.452877044677734
2006-11-24,38.38410186767578
2006-11-27,37.51584243774414
2006-11-28,37.62757873535156
2006-11-29,37.885494232177734
2006-11-30,37.859710693359375
2006-12-01,37.533023834228516
2006-12-04,38.048831939697266
2006-12-05,38.18637466430664
2006-12-06,38.048831939697266
2006-12-07,37.56742858886719
2006-12-08,37.739341735839844
2006-12-11,37.876888275146484
2006-12-12,37.65337371826172
2006-12-13,37.7221565246582
2006-12-14,38.143409729003906
2006-12-15,38.24152374267578
2006-12-18,37.86281204223633
2006-12-19,37.742305755615234
2006-12-20,37.60456085205078
2006-12-21,37.337764739990234
2006-12-22,36.950439453125
2006-12-26,37.105369567871094
2006-12-27,37.29472732543945
2006-12-28,37.11398696899414
2006-12-29,37.148399353027344
2007-01-03,37.21726608276367
2007-01-04,37.923038482666016
2007-01-05,37.742305755615234
2007-01-08,37.76811981201172
2007-01-09,37.957489013671875
2007-01-10,38.405052185058594
2007-01-11,38.800994873046875
2007-01-12,38.998939514160156
2007-01-16,38.973114013671875
2007-01-17,38.654632568359375
2007-01-18,37.940269470214844
2007-01-19,38.01775360107422
2007-01-22,37.60456085205078
2007-01-23,37.509910583496094
2007-01-24,38.12962341308594
2007-01-25,37.639007568359375
2007-01-26,37.50130844116211
2007-01-29,37.535743713378906
2007-01-30,37.552940368652344
2007-01-31,37.93165969848633
2007-02-01,37.871402740478516
2007-02-02,38.00912857055664
2007-02-05,37.97470474243164
2007-02-06,37.923038482666016
2007-02-07,38.26734924316406
2007-02-08,38.25872039794922
2007-02-09,37.76811981201172
2007-02-12,37.621795654296875
2007-02-13,37.750911712646484
2007-02-14,38.38784408569336
2007-02-15,38.611602783203125
2007-02-16,38.48252868652344
2007-02-20,38.77515411376953
2007-02-21,38.89565658569336
2007-02-22,39.09362030029297
2007-02-23,38.955902099609375
2007-02-26,38.76655578613281
2007-02-27,37.17422866821289
2007-02-28,37.29472732543945
2007-03-01,37.12259292602539
2007-03-02,36.563114166259766
2007-03-05,36.27907943725586
2007-03-06,36.8815803527832
2007-03-07,36.735260009765625
2007-03-08,36.9848747253418
2007-03-09,36.950439453125
2007-03-12,37.19144821166992
2007-03-13,36.468441009521484
2007-03-14,37.002098083496094
2007-03-15,36.916011810302734
2007-03-16,36.8875846862793
2007-03-19,37.26654052734375
2007-03-20,37.53355407714844
2007-03-21,38.25699234008789
2007-03-22,38.11919021606445
2007-03-23,37.998619079589844
2007-03-26,38.153648376464844
2007-03-27,37.886661529541016
2007-03-28,37.48185348510742
2007-03-29,37.52492904663086
2007-03-30,37.490482330322266
2007-04-02,37.542144775390625
2007-04-03,38.033077239990234
2007-04-04,38.188072204589844
2007-04-05,38.377559661865234
2007-04-09,38.28284454345703
2007-04-10,38.480918884277344
2007-04-11,38.076133728027344
2007-04-12,38.377559661865234
2007-04-13,38.455081939697266
2007-04-16,38.808197021484375
2007-04-17,38.894325256347656
2007-04-18,38.76512145996094
2007-04-19,38.88569641113281
2007-04-20,39.10101318359375
2007-04-23,39.16130828857422
2007-04-24,39.35940933227539
2007-04-25,39.88477325439453
2007-04-26,40.09146499633789
2007-04-27,40.10869598388672
2007-04-30,39.58332443237305
2007-05-01,39.54887771606445
2007-05-02,39.9795036315918
2007-05-03,40.12591552734375
2007-05-04,40.16035842895508
2007-05-07,40.16035842895508
2007-05-08,40.24648666381836
2007-05-09,40.3326301574707
2007-05-10,39.78142166137695
2007-05-11,40.28955078125
2007-05-14,40.013946533203125
2007-05-15,39.703914642333984
2007-05-16,40.09146499633789
2007-05-17,39.90198516845703
2007-05-18,40.229270935058594
2007-05-21,40.48763656616211
2007-05-22,40.5221061706543
2007-05-23,40.3326301574707
2007-05-24,39.755584716796875
2007-05-25,40.00534439086914
2007-05-29,40.315391540527344
2007-05-30,40.64267349243164
2007-05-31,40.83214569091797
2007-06-01,40.85798263549805
2007-06-04,40.97855758666992
2007-06-05,40.97855758666992
2007-06-06,40.53932189941406
2007-06-07,39.91061019897461
2007-06-08,40.401512145996094
2007-06-11,40.324012756347656
2007-06-12,40.08285903930664
2007-06-13,40.5221061706543
2007-06-14,40.78908157348633
2007-06-15,41.16574478149414
2007-06-18,41.17436981201172
2007-06-19,41.16574478149414
2007-06-20,40.777870178222656
2007-06-21,41.14849853515625
2007-06-22,40.76063919067383
2007-06-25,40.5882568359375
2007-06-26,40.35554504394531
2007-06-27,40.97613525390625
2007-06-28,40.958866119384766
2007-06-29,41.02781295776367
2007-07-02,41.39844512939453
2007-07-03,41.639808654785156
2007-07-05,41.941471099853516
2007-07-06,42.11387252807617
2007-07-09,42.13972091674805
2007-07-10,41.78632736206055
2007-07-11,42.07075881958008
2007-07-12,42.717220306396484
2007-07-13,43.01029968261719
2007-07-16,42.96718215942383
2007-07-17,43.294715881347656
2007-07-18,43.24298858642578
2007-07-19,43.37229919433594
2007-07-20,43.13956832885742
2007-07-23,43.15679931640625
2007-07-24,42.51897048950195
2007-07-25,42.57929992675781
2007-07-26,42.21731185913086
2007-07-27,41.36398696899414
2007-07-30,41.8466682434082
2007-07-31,40.967506408691406
2007-08-01,41.28641128540039
2007-08-02,41.6656608581543
2007-08-03,40.87269973754883
2007-08-06,41.346744537353516
2007-08-07,41.639808654785156
2007-08-08,42.09662628173828
2007-08-09,41.12263870239258
2007-08-10,40.75202560424805
2007-08-13,41.02781295776367
2007-08-14,40.32965850830078
2007-08-15,39.562557220458984
2007-08-16,39.1746940612793
2007-08-17,39.91595458984375
2007-08-20,40.10556411743164
2007-08-21,40.527923583984375
2007-08-22,41.07953643798828
2007-08-23,40.967506408691406
2007-08-24,41.544986724853516
2007-08-27,41.26918411254883
2007-08-28,40.28658676147461
2007-08-29,41.441558837890625
2007-08-30,41.65705871582031
2007-08-31,42.12248229980469
2007-09-04,42.82065200805664
2007-09-05,42.389686584472656
2007-09-06,42.355224609375
2007-09-07,41.570858001708984
2007-09-10,41.544986724853516
2007-09-11,42.1741943359375
2007-09-12,42.18281936645508
2007-09-13,42.389686584472656
2007-09-14,42.42416763305664
2007-09-17,42.07075881958008
2007-09-18,43.13093185424805
2007-09-19,43.24298858642578
2007-09-20,43.12232208251953
2007-09-21,43.42934036254883
2007-09-24,43.627685546875
2007-09-25,44.0416259765625
2007-09-26,44.257205963134766
2007-09-27,44.481441497802734
2007-09-28,44.33483123779297
2007-10-01,44.84366226196289
2007-10-02,44.85226058959961
2007-10-03,44.54182815551758
2007-10-04,44.64527893066406
2007-10-05,45.55078125
2007-10-08,45.83536911010742
2007-10-09,46.03372573852539
2007-10-10,46.145835876464844
2007-10-11,45.412803649902344
2007-10-12,46.16305923461914
2007-10-15,45.80949020385742
2007-10-16,45.593894958496094
2007-10-17,46.18031311035156
2007-10-18,46.37865447998047
2007-10-19,45.223106384277344
2007-10-22,45.766380310058594
2007-10-23,46.72361373901367
2007-10-24,46.37003707885742
2007-10-25,45.74912643432617
2007-10-26,46.508026123046875
2007-10-29,46.69773483276367
2007-10-30,46.7926025390625
2007-10-31,47.456634521484375
2007-11-01,46.56840133666992
2007-11-02,46.93058395385742
2007-11-05,46.62876510620117
2007-11-06,47.15479278564453
2007-11-07,46.00784683227539
2007-11-08,44.61079406738281
2007-11-09,43.11887741088867
2007-11-12,42.023651123046875
2007-11-13,43.757049560546875
2007-11-14,43.19649124145508
2007-11-15,42.963645935058594
2007-11-16,43.360328674316406
2007-11-19,42.860191345214844
2007-11-20,43.03264617919922
2007-11-21,42.52384567260742
2007-11-23,42.98090744018555
2007-11-26,42.23925018310547
2007-11-27,43.084373474121094
2007-11-28,44.39519119262695
2007-11-29,44.58491516113281
2007-11-30,44.24858856201172
2007-12-03,43.877777099609375
2007-12-04,43.696678161621094
2007-12-05,44.481441497802734
2007-12-06,45.119598388671875
2007-12-07,45.12822341918945
2007-12-10,45.3093376159668
2007-12-11,44.257205963134766
2007-12-12,44.65391540527344
2007-12-13,44.412437438964844
2007-12-14,43.95539093017578
2007-12-17,42.88605880737305
2007-12-18,43.024017333984375
2007-12-19,43.01540756225586
2007-12-20,43.8950080871582
2007-12-21,44.7608757019043
2007-12-24,45.097572326660156
2007-12-26,45.322017669677734
2007-12-27,44.77815628051758
2007-12-28,44.734989166259766
2007-12-31,44.217037200927734
2008-01-02,43.517765045166016
2008-01-03,43.699039459228516
2008-01-04,41.7825813293457
2008-01-07,41.58403015136719
2008-01-08,40.50492477416992
2008-01-09,41.36819839477539
2008-01-10,41.42863845825195
2008-01-11,40.61716079711914
2008-01-14,41.325050354003906
2008-01-15,40.185516357421875
2008-01-16,39.75389099121094
2008-01-17,39.201377868652344
2008-01-18,39.14957809448242
2008-01-22,38.139564514160156
2008-01-23,37.992794036865234
2008-01-24,38.769744873046875
2008-01-25,37.97553634643555
2008-01-28,38.269046783447266
2008-01-29,38.33809280395508
2008-01-30,38.30358123779297
2008-01-31,38.95966339111328
2008-02-01,39.35676193237305
2008-02-04,38.80427169799805
2008-02-05,37.69927978515625
2008-02-06,36.95686340332031
2008-02-07,37.215850830078125
2008-02-08,37.63884735107422
2008-02-11,38.04460144042969
2008-02-12,37.828773498535156
2008-02-13,38.657527923583984
2008-02-14,37.95826721191406
2008-02-15,37.828773498535156
2008-02-19,37.75970458984375
2008-02-20,37.9323616027832
2008-02-21,37.56978988647461
2008-02-22,37.70790481567383
2008-02-25,37.897823333740234
2008-02-26,38.04460144042969
2008-02-27,38.23451232910156
2008-02-28,38.087745666503906
2008-02-29,37.07772445678711
2008-03-03,36.83599853515625
2008-03-04,37.043190002441406
2008-03-05,37.22447967529297
2008-03-06,36.40437316894531
2008-03-07,36.31803894042969
2008-03-10,35.6187744140625
2008-03-11,36.97412872314453
2008-03-12,36.870540618896484
2008-03-13,37.155391693115234
2008-03-14,36.473426818847656
2008-03-17,35.8087158203125
2008-03-18,37.405765533447266
2008-03-19,36.48206329345703
2008-03-20,37.22765350341797
2008-03-24,38.51493835449219
2008-03-25,38.73091506958008
2008-03-26,38.61862564086914
2008-03-27,37.76329040527344
2008-03-28,37.573219299316406
2008-03-31,37.771942138671875
2008-04-01,39.38752746582031
2008-04-02,39.30113220214844
2008-04-03,39.38752746582031
2008-04-04,39.62077713012695
2008-04-07,39.53440856933594
2008-04-08,39.232025146484375
2008-04-09,38.791404724121094
2008-04-10,39.34434509277344
2008-04-11,38.255760192871094
2008-04-14,38.082969665527344
2008-04-15,38.134803771972656
2008-04-16,39.197452545166016
2008-04-17,39.111045837402344
2008-04-18,40.35516357421875
2008-04-21,40.6402587890625
2008-04-22,40.035491943359375
2008-04-23,40.476097106933594
2008-04-24,40.838966369628906
2008-04-25,40.73529052734375
2008-04-28,40.81304931640625
2008-04-29,41.12406921386719
2008-04-30,40.78714370727539
2008-05-01,42.07441711425781
2008-05-02,42.134891510009766
2008-05-05,42.01393127441406
2008-05-06,42.273128509521484
2008-05-07,41.504215240478516
2008-05-08,41.81523895263672
2008-05-09,41.65107727050781
2008-05-12,42.411354064941406
2008-05-13,42.52366638183594
2008-05-14,42.42863845825195
2008-05-15,43.17163848876953
2008-05-16,43.20620346069336
2008-05-19,42.89518737792969
2008-05-20,42.56687927246094
2008-05-21,41.62516784667969
2008-05-22,41.772037506103516
2008-05-23,41.6424446105957
2008-05-27,42.37678527832031
2008-05-28,42.54958724975586
2008-05-29,42.92973709106445
2008-05-30,43.20620346069336
2008-06-02,42.679195404052734
2008-06-03,42.445899963378906
2008-06-04,42.99021911621094
2008-06-05,43.6727294921875
2008-06-06,42.35952377319336
2008-06-09,42.134891510009766
2008-06-10,41.93619155883789
2008-06-11,40.92536544799805
2008-06-12,40.96855926513672
2008-06-13,41.789310455322266
2008-06-16,42.16080856323242
2008-06-17,41.93619155883789
2008-06-18,41.486915588378906
2008-06-19,42.134891510009766
2008-06-20,40.99714279174805
2008-06-23,40.67726135253906
2008-06-24,40.46976852416992
2008-06-25,41.12681579589844
2008-06-26,39.46687698364258
2008-06-27,39.46687698364258
2008-06-30,39.05189514160156
2008-07-01,39.60521697998047
2008-07-02,38.65420913696289
2008-07-03,38.585052490234375
2008-07-07,38.81846237182617
2008-07-08,39.74354934692383
2008-07-09,38.688777923583984
2008-07-10,39.14699935913086
2008-07-11,38.5245246887207
2008-07-14,38.23921203613281
2008-07-15,38.247859954833984
2008-07-16,39.1988639831543
2008-07-17,39.458229064941406
2008-07-18,38.55046463012695
2008-07-21,38.7147216796875
2008-07-22,38.7147216796875
2008-07-23,39.224796295166016
2008-07-24,38.63690185546875
2008-07-25,39.138336181640625
2008-07-28,38.403472900390625
2008-07-29,39.1988639831543
2008-07-30,39.39773941040039
2008-07-31,39.302589416503906
2008-08-01,38.80117416381836
2008-08-04,38.41212463378906
2008-08-05,39.70895004272461
2008-08-06,40.31413269042969
2008-08-07,40.00291061401367
2008-08-08,40.91068649291992
2008-08-11,41.282447814941406
2008-08-12,41.325679779052734
2008-08-13,41.23920440673828
2008-08-14,41.714725494384766
2008-08-15,41.63690185546875
2008-08-18,41.15275573730469
2008-08-19,40.64267349243164
2008-08-20,40.71183395385742
2008-08-21,40.52163314819336
2008-08-22,41.057655334472656
2008-08-25,40.193115234375
2008-08-26,40.141239166259766
2008-08-27,40.400611877441406
2008-08-28,40.72911834716797
2008-08-29,39.87321853637695
2008-09-02,39.380428314208984
2008-09-03,39.00867462158203
2008-09-04,37.74641036987305
2008-09-05,37.56487274169922
2008-09-08,37.495697021484375
2008-09-09,36.70030975341797
2008-09-10,37.00288009643555
2008-09-11,37.694541931152344
2008-09-12,37.54758834838867
2008-09-15,36.38042068481445
2008-09-16,36.66572570800781
2008-09-17,34.763702392578125
2008-09-18,35.93950653076172
2008-09-19,37.11436080932617
2008-09-22,35.36679458618164
2008-09-23,35.098594665527344
2008-09-24,35.340816497802734
2008-09-25,35.90317153930664
2008-09-26,35.53981399536133
2008-09-29,32.71945571899414
2008-09-30,33.662471771240234
2008-10-01,33.3077507019043
2008-10-02,31.79375648498535
2008-10-03,31.300642013549805
2008-10-06,30.15866470336914
2008-10-07,28.246713638305664
2008-10-08,28.02176856994629
2008-10-09,27.26910400390625
2008-10-10,27.096073150634766
2008-10-13,30.392253875732422
2008-10-14,29.077234268188477
2008-10-15,26.47317886352539
2008-10-16,27.9093017578125
2008-10-17,27.94390869140625
2008-10-20,28.722530364990234
2008-10-21,27.234495162963867
2008-10-22,26.481821060180664
2008-10-23,26.378013610839844
2008-10-24,25.530176162719727
2008-10-27,24.820770263671875
2008-10-28,27.563247680664062
2008-10-29,27.49403953552246
2008-10-30,28.41108512878418
2008-10-31,28.454336166381836
2008-11-03,28.393774032592773
2008-11-04,29.1983585357666
2008-11-05,27.67571449279785
2008-11-06,26.438570022583008
2008-11-07,26.983612060546875
2008-11-10,26.620256423950195
2008-11-11,26.040605545043945
2008-11-12,24.838071823120117
2008-11-13,26.352060317993164
2008-11-14,25.0716552734375
2008-11-17,24.54392433166504
2008-11-18,24.517969131469727
2008-11-19,23.237567901611328
2008-11-20,22.11288833618164
2008-11-21,23.07318687438965
2008-11-24,24.48336410522461
2008-11-25,24.370895385742188
2008-11-26,25.391761779785156
2008-11-28,25.192773818969727
2008-12-01,23.298128128051758
2008-12-02,24.076744079589844
2008-12-03,24.760204315185547
2008-12-04,24.059444427490234
2008-12-05,25.037050247192383
2008-12-08,26.0233097076416
2008-12-09,25.962751388549805
2008-12-10,25.876232147216797
2008-12-11,25.16681671142578
2008-12-12,25.677257537841797
2008-12-15,25.227384567260742
2008-12-16,26.438570022583008
2008-12-17,26.11847496032715
2008-12-18,25.659948348999023
2008-12-19,25.870487213134766
2008-12-22,25.30733299255371
2008-12-23,25.177371978759766
2008-12-24,25.246685028076172
2008-12-26,25.238014221191406
2008-12-29,25.030078887939453
2008-12-30,25.54991912841797
2008-12-31,25.766521453857422
2009-01-02,26.884157180786133
2009-01-05,26.87549591064453
2009-01-06,27.144079208374023
2009-01-07,26.372982025146484
2009-01-08,26.65023422241211
2009-01-09,26.052419662475586
2009-01-12,25.575904846191406
2009-01-13,25.584577560424805
2009-01-14,24.804819107055664
2009-01-15,25.212026596069336
2009-01-16,25.48926544189453
2009-01-20,24.224342346191406
2009-01-21,25.255340576171875
2009-01-22,24.917448043823242
2009-01-23,25.03874969482422
2009-01-26,25.220693588256836
2009-01-27,25.402629852294922
2009-01-28,26.295021057128906
2009-01-29,25.627883911132812
2009-01-30,25.177371978759766
2009-02-02,25.48061180114746
2009-02-03,25.879146575927734
2009-02-04,25.913803100585938
2009-02-05,26.485626220703125
2009-02-06,27.178735733032227
2009-02-09,27.291362762451172
2009-02-10,26.28634262084961
2009-02-11,26.16506004333496
2009-02-12,26.485626220703125
2009-02-13,26.36433219909668
2009-02-17,25.315988540649414
2009-02-18,25.333316802978516
2009-02-19,24.943439483642578
2009-02-20,25.012758255004883
2009-02-23,24.137704849243164
2009-02-24,24.934768676757812
2009-02-25,24.77016258239746
2009-02-26,24.077054977416992
2009-02-27,23.851789474487305
2009-03-02,23.080705642700195
2009-03-03,23.06337547302246
2009-03-04,23.678508758544922
2009-03-05,22.968069076538086
2009-03-06,22.7861270904541
2009-03-09,22.300941467285156
2009-03-10,23.678508758544922
2009-03-11,24.042390823364258
2009-03-12,24.83946990966797
2009-03-13,24.900121688842773
2009-03-16,24.4842586517334
2009-03-17,25.41128921508789
2009-03-18,25.73185920715332
2009-03-19,25.71453285217285
2009-03-20,25.323148727416992
2009-03-23,26.815799713134766
2009-03-24,26.321138381958008
2009-03-25,26.442636489868164
2009-03-26,27.258403778076172
2009-03-27,26.746374130249023
2009-03-30,26.086830139160156
2009-03-31,26.312463760375977
2009-04-01,26.702983856201172
2009-04-02,27.5621337890625
2009-04-03,28.074142456054688
2009-04-06,28.004716873168945
2009-04-07,27.267072677612305
2009-04-08,27.72701644897461
2009-04-09,28.586162567138672
2009-04-13,28.542774200439453
2009-04-14,28.19564437866211
2009-04-15,28.11754608154297
2009-04-16,28.846513748168945
2009-04-17,28.907264709472656
2009-04-20,27.97869300842285
2009-04-21,28.36920738220215
2009-04-22,28.456003189086914
2009-04-23,28.733701705932617
2009-04-24,29.237045288085938
2009-04-27,29.271745681762695
2009-04-28,29.054792404174805
2009-04-29,29.453983306884766
2009-04-30,29.74905014038086
2009-05-01,29.827167510986328
2009-05-04,30.417268753051758
2009-05-05,30.391244888305664
2009-05-06,30.399919509887695
2009-05-07,29.68829917907715
2009-05-08,29.705669403076172
2009-05-11,29.809791564941406
2009-05-12,29.445323944091797
2009-05-13,28.655590057373047
2009-05-14,28.976696014404297
2009-05-15,28.959327697753906
2009-05-18,29.7143497467041
2009-05-19,29.853195190429688
2009-05-20,29.74905014038086
2009-05-21,29.202327728271484
2009-05-22,29.106861114501953
2009-05-26,30.191633224487305
2009-05-27,29.983367919921875
2009-05-28,30.330495834350586
2009-05-29,30.703655242919922
2009-06-01,31.580167770385742
2009-06-02,31.623550415039062
2009-06-03,31.528095245361328
2009-06-04,31.883899688720703
2009-06-05,31.918617248535156
2009-06-08,31.823129653930664
2009-06-09,32.06614303588867
2009-06-10,31.95333480834961
2009-06-11,31.95333480834961
2009-06-12,31.805803298950195
2009-06-15,31.154924392700195
2009-06-16,30.8511905670166
2009-06-17,31.146242141723633
2009-06-18,31.08550262451172
2009-06-19,31.419164657592773
2009-06-22,30.480756759643555
2009-06-23,30.411237716674805
2009-06-24,30.923879623413086
2009-06-25,31.5321102142334
2009-06-26,31.601625442504883
2009-06-29,31.671142578125
2009-06-30,31.610321044921875
2009-07-01,31.627689361572266
2009-07-02,30.932588577270508
2009-07-06,30.767507553100586
2009-07-07,30.002864837646484
2009-07-08,30.159255981445312
2009-07-09,30.211383819580078
2009-07-10,30.341737747192383
2009-07-13,30.923879623413086
2009-07-14,31.036832809448242
2009-07-15,32.07952117919922
2009-07-16,32.461822509765625
2009-07-17,32.63560485839844
2009-07-20,32.948402404785156
2009-07-21,33.1743278503418
2009-07-22,33.452369689941406
2009-07-23,34.1909294128418
2009-07-24,33.93025207519531
2009-07-27,34.1909294128418
2009-07-28,33.95634078979492
2009-07-29,34.1822395324707
2009-07-30,34.382080078125
2009-07-31,34.277809143066406
2009-08-03,34.79045867919922
2009-08-04,34.79045867919922
2009-08-05,34.52110290527344
2009-08-06,34.21699142456055
2009-08-07,34.65144729614258
2009-08-10,34.40815734863281
2009-08-11,34.112735748291016
2009-08-12,34.64274978637695
2009-08-13,34.83390426635742
2009-08-14,34.434234619140625
2009-08-17,33.43499755859375
2009-08-18,33.91288757324219
2009-08-19,34.147457122802734
2009-08-20,34.54717254638672
2009-08-21,35.0076789855957
2009-08-24,34.972930908203125
2009-08-25,35.077186584472656
2009-08-26,35.01636505126953
2009-08-27,35.103267669677734
2009-08-28,35.138038635253906
2009-08-31,34.781761169433594
2009-09-01,34.13010787963867
2009-09-02,34.10403823852539
2009-09-03,34.329952239990234
2009-09-04,35.06851577758789
2009-09-08,35.3986930847168
2009-09-09,35.70278549194336
2009-09-10,36.041664123535156
2009-09-11,36.076419830322266
2009-09-14,36.2154426574707
2009-09-15,36.32839584350586
2009-09-16,36.858421325683594
